,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Studio
0,The Wedding Singer,7,399940752,672485,New Line
0,Lost In Space,7,343865242,1298881,New Line
0,The Players Club,7,114352130,313500,New Line
0,Woo,7,7899241,57022,New Line
0,Austin Powers: The Spy Who …,7,951050303,39593745,New Line
0,Drop Dead Gorgeous,7,15304461,9079897,New Line
0,Final Destination,7,211204876,1071877,New Line
0,Frequency,7,174594520,560652,New Line
0,Love and Basketball,7,108203353,628070,New Line
0,Boiler Room,7,16963963,9832,New Line
0,The Lord of the Rings: The …,7,2270671812,980069,New Line
0,Austin Powers in Goldmember,7,110559220,107005501,New Line
0,Dumb and Dumberer: When Har…,7,102726519,1159481,New Line
0,How to Deal,7,22387513,13226495,New Line
0,The Notebook,7,278756249,49050328,New Line
0,Maria Full of Grace,7,1935359,1260971,New Line
0,Harold & Kumar Go to White …,7,9128931,9128931,New Line
0,Monster-in-Law,7,408159857,2323040,New Line
0,Wedding Crashers,7,277899596,127599177,New Line
0,Fracture,7,116949192,113474,New Line
0,Hairspray,7,113386817,69629420,New Line
